Total Play Time,Total XP,Bot Name,Level,Simulation Run
1000.3,22270,bot1,4,1
1041.975,27870,bot3,14,1
1012.1000000000003,24816,bot4,3,1
794.575,21318,bot6,2,1
1004.3,22430,bot1,4,1
1045.975,27918,bot3,14,1
796.575,21378,bot6,2,1
1008.3,22490,bot1,4,1
1049.975,28118,bot3,14,1
1016.7500000000002,24846,bot4,3,1
804.575,21778,bot6,2,1
1012.3,22690,bot1,4,1
1053.975,28154,bot3,14,1
1024.7500000000002,25086,bot4,3,1
1016.3,22810,bot1,4,1
1055.975,28254,bot3,14,1
1028.7500000000002,25134,bot4,3,1
810.975,21814,bot6,2,1
1020.3,22870,bot1,4,1
1057.975,28272,bot3,14,1
1030.7500000000002,25152,bot4,3,1
814.975,21974,bot6,2,1
1028.3,22942,bot1,4,1
1061.975,28472,bot3,14,1
1034.7500000000002,25200,bot4,3,1
822.975,22294,bot6,2,1
1063.975,28532,bot3,14,1
1042.7500000000002,25296,bot4,3,1
826.975,22414,bot6,2,1
1033.2,23002,bot1,4,1
1065.975,28592,bot3,14,1
1044.7500000000002,25356,bot4,3,1
830.975,22614,bot6,2,1
1035.2,23020,bot1,4,1
1067.975,28692,bot3,14,1
1048.7500000000002,25516,bot4,3,1
834.975,22650,bot6,2,1
1043.2,23420,bot1,4,1
836.975,22668,bot6,2,1
1051.2,23540,bot1,4,1
1078.25,29012,bot3,14,1
1055.0500000000002,25716,bot4,3,1
840.975,22728,bot6,2,1
1053.2,23640,bot1,4,1
1086.25,29084,bot3,14,1
1063.0500000000002,26036,bot4,3,1
844.975,22764,bot6,2,1
1057.2,23688,bot1,4,1
1090.25,29204,bot3,14,1
1065.0500000000002,26054,bot4,3,1
1059.2,23712,bot1,4,1
1092.25,29228,bot3,14,1
1073.0500000000002,26454,bot4,3,1
851.575,22884,bot6,2,1
1063.2,23872,bot1,4,1
1094.25,29252,bot3,14,1
1081.0500000000002,26694,bot4,3,1
855.575,23044,bot6,2,1
1098.25,29372,bot3,14,1
1089.0500000000002,26934,bot4,3,1
863.575,23140,bot6,2,1
1073.95,23992,bot1,4,1
1100.25,29472,bot3,14,1
867.575,23300,bot6,2,1
1081.95,24392,bot1,4,1
1104.25,29592,bot3,14,1
1099.7500000000002,27054,bot4,3,1
871.575,23500,bot6,2,1
1089.95,24488,bot1,4,1
1106.25,29672,bot3,14,1
1101.7500000000002,27154,bot4,3,1
875.575,23620,bot6,2,1
1091.95,24506,bot1,4,1
1105.7500000000002,27274,bot4,4,1
883.575,23860,bot6,3,1
1113.7500000000002,27394,bot4,5,1
887.575,23980,bot6,4,1
2.0,18,bot7,1,1
1096.25,24606,bot1,4,1
1117.7500000000002,27514,bot4,5,1
891.575,24028,bot6,4,1
4.0,48,bot7,1,1
1100.25,24766,bot1,4,1
1119.7500000000002,27614,bot4,5,1
895.575,24228,bot6,4,1
8.0,108,bot7,1,1
1104.25,24814,bot1,4,1
1121.7500000000002,27644,bot4,5,1
12.0,144,bot7,1,1
1112.25,25054,bot1,4,1
1123.7500000000002,27724,bot4,5,1
20.0,384,bot7,2,1
4.0,60,bot8,1,1
1116.25,25254,bot1,4,1
1131.7500000000002,27820,bot4,5,1
28.0,456,bot7,2,1
8.0,120,bot8,1,1
1118.25,25284,bot1,4,1
1133.7500000000002,27844,bot4,5,1
30.0,556,bot7,2,1
10.0,200,bot8,1,1
1122.25,25332,bot1,4,1
1135.7500000000002,27868,bot4,5,1
38.0,796,bot7,2,1
12.0,260,bot8,1,1
1126.25,25452,bot1,4,1
1143.7500000000002,27988,bot4,5,1
46.0,916,bot7,3,1
14.0,278,bot8,1,1
1128.25,25476,bot1,4,1
1147.7500000000002,28108,bot4,5,1
48.0,996,bot7,3,1
18.0,314,bot8,2,1
1132.25,25596,bot1,4,1
1149.7500000000002,28208,bot4,5,1
56.0,1068,bot7,3,1
20.0,394,bot8,2,1
60.0,1228,bot7,3,1
24.0,430,bot8,2,1
1136.9,25620,bot1,4,1
1156.4750000000001,28368,bot4,5,1
68.0,1548,bot7,3,1
26.0,530,bot8,2,1
1144.9,25860,bot1,4,1
1164.4750000000001,28488,bot4,5,1
76.0,1948,bot7,3,1
30.0,690,bot8,2,1
1148.9,25980,bot1,4,1
1166.4750000000001,28512,bot4,5,1
78.0,2008,bot7,3,1
38.0,1010,bot8,2,1
1152.9,26028,bot1,4,1
1170.4750000000001,28672,bot4,5,1
80.0,2032,bot7,3,1
42.0,1130,bot8,2,1
1160.9,26428,bot1,4,1
1178.4750000000001,28792,bot4,6,1
46.0,1178,bot8,2,1
1164.9,26464,bot1,4,1
1180.4750000000001,28872,bot4,6,1
84.4,2056,bot7,3,1
48.0,1258,bot8,2,1
1168.9,26524,bot1,4,1
1182.4750000000001,28902,bot4,6,1
88.4,2216,bot7,3,1
52.0,1306,bot8,2,1
1172.9,26684,bot1,4,1
1186.4750000000001,28938,bot4,6,1
92.4,2336,bot7,3,1
60.0,1546,bot8,2,1
1174.9,26708,bot1,4,1
1188.4750000000001,29018,bot4,6,1
96.4,2496,bot7,3,1
1190.4750000000001,29078,bot4,6,1
104.4,2816,bot7,3,1
70.6,1666,bot8,2,1
1185.8000000000002,26780,bot1,4,1
1192.4750000000001,29102,bot4,6,1
106.4,2834,bot7,3,1
78.6,1906,bot8,2,1
1193.8000000000002,27020,bot1,4,1
1196.4750000000001,29262,bot4,6,1
108.4,2858,bot7,3,1
82.6,1954,bot8,2,1
1195.8000000000002,27050,bot1,4,1
1198.4750000000001,29292,bot4,6,1
116.4,3098,bot7,3,1
86.6,2014,bot8,2,1
1199.8000000000002,27210,bot1,4,1
1200.4750000000001,29310,bot4,6,1
118.4,3198,bot7,3,1
88.6,2044,bot8,2,1
1207.8000000000002,27450,bot1,4,1
1208.4750000000001,29406,bot4,6,1
96.6,2284,bot8,2,1
1211.8000000000002,27486,bot1,4,1
1210.4750000000001,29466,bot4,6,1
124.80000000000001,3358,bot7,3,1
98.6,2314,bot8,2,1
1215.8000000000002,27646,bot1,4,1
1214.4750000000001,29514,bot4,6,1
128.8,3558,bot7,3,1
1216.4750000000001,29538,bot4,7,1
132.8,3594,bot7,3,1
103.3,2394,bot8,2,1
1222.0000000000002,27706,bot1,4,1
1218.4750000000001,29598,bot4,7,1
136.8,3794,bot7,3,1
105.3,2424,bot8,2,1
1224.0000000000002,27806,bot1,4,1
1226.4750000000001,29694,bot4,7,1
138.8,3818,bot7,3,1
107.3,2524,bot8,2,1
1228.0000000000002,27926,bot1,4,1
1234.4750000000001,29934,bot4,7,1
142.8,3938,bot7,3,1
109.3,2584,bot8,2,1
1236.0000000000002,28166,bot1,4,1
1242.4750000000001,30054,bot4,7,1
150.8,4178,bot7,3,1
117.3,2680,bot8,2,1
1244.0000000000002,28406,bot1,4,1
1250.4750000000001,30374,bot4,7,1
154.8,4298,bot7,3,1
125.3,2800,bot8,2,1
1248.0000000000002,28454,bot1,4,1
129.3,3000,bot8,2,1
1252.0000000000002,28502,bot1,4,1
1254.825,30434,bot4,7,1
161.05,4458,bot7,3,1
131.3,3018,bot8,2,1
1256.0000000000002,28538,bot1,4,1
1262.825,30554,bot4,7,1
163.05,4476,bot7,3,1
1258.0000000000002,28598,bot1,4,1
1270.825,30874,bot4,7,1
171.05,4716,bot7,3,1
135.85000000000002,3042,bot8,2,1
1262.0000000000002,28718,bot1,4,1
1274.825,31034,bot4,7,1
179.05,4788,bot7,3,1
137.85000000000002,3102,bot8,2,1
1278.825,31194,bot4,7,1
181.05,4848,bot7,3,1
145.85000000000002,3222,bot8,2,1
1272.7000000000003,28790,bot1,4,1
1282.825,31242,bot4,7,1
183.05,4908,bot7,3,1
147.85000000000002,3246,bot8,2,1
1274.7000000000003,28850,bot1,4,1
1284.825,31322,bot4,7,1
191.05,5028,bot7,3,1
149.85000000000002,3326,bot8,2,1
1278.7000000000003,28970,bot1,4,1
1286.825,31352,bot4,8,1
151.85000000000002,3344,bot8,2,1
1280.7000000000003,29030,bot1,4,1
1288.825,31370,bot4,8,1
201.25,5268,bot7,3,1
159.85000000000002,3744,bot8,2,1
1282.7000000000003,29060,bot1,4,1
1296.825,31770,bot4,8,1
209.25,5340,bot7,3,1
163.85000000000002,3780,bot8,2,1
1286.7000000000003,29220,bot1,4,1
1298.825,31794,bot4,8,1
211.25,5420,bot7,3,1
167.85000000000002,3900,bot8,2,1
1288.7000000000003,29244,bot1,4,1
1302.825,31954,bot4,8,1
213.25,5520,bot7,3,1
1296.7000000000003,29564,bot1,4,1
1304.825,31978,bot4,8,1
174.50000000000003,3948,bot8,3,1
1298.7000000000003,29588,bot1,4,1
1308.825,32178,bot4,8,1
182.50000000000003,4044,bot8,3,1
4.0,160,bot9,1,1
1302.7000000000003,29788,bot1,4,1
1310.825,32202,bot4,8,1
186.50000000000003,4204,bot8,3,1
8.0,360,bot9,2,1
1304.7000000000003,29818,bot1,4,1
1314.825,32362,bot4,8,1
194.50000000000003,4524,bot8,3,1
12.0,396,bot9,2,1
1318.825,32522,bot4,8,1
198.50000000000003,4644,bot8,3,1
14.0,420,bot9,2,1
1315.5000000000002,29914,bot1,4,1
1320.825,32552,bot4,8,1
202.50000000000003,4844,bot8,3,1
18.0,456,bot9,2,1
1317.5000000000002,29994,bot1,4,1
210.50000000000003,4964,bot8,3,1
20.0,480,bot9,2,1
1331.4750000000001,32872,bot4,8,1
24.0,640,bot9,2,1
1335.4750000000001,32932,bot4,8,1
217.17500000000004,5084,bot8,4,1
32.0,880,bot9,2,1
4.0,160,bot10,1,1
1339.4750000000001,32980,bot4,8,1
219.17500000000004,5114,bot8,4,1
36.0,1080,bot9,3,1
12.0,280,bot10,1,1
1347.4750000000001,33380,bot4,8,1
223.17500000000004,5234,bot8,4,1
44.0,1480,bot9,3,1
14.0,298,bot10,1,1
1355.4750000000001,33700,bot4,8,1
227.17500000000004,5434,bot8,4,1
46.0,1560,bot9,3,1
18.0,418,bot10,2,1
235.17500000000004,5674,bot8,4,1
54.0,1680,bot9,3,1
20.0,448,bot10,2,1
1362.1750000000002,33760,bot4,8,1
243.17500000000004,5994,bot8,4,1
62.0,1752,bot9,3,1
22.0,508,bot10,2,1
1364.1750000000002,33840,bot4,8,1
245.17500000000004,6018,bot8,4,1
70.0,1848,bot9,3,1
30.0,908,bot10,2,1
1372.1750000000002,33960,bot4,8,1
247.17500000000004,6048,bot8,4,1
34.0,968,bot10,2,1
1380.1750000000002,34056,bot4,8,1
249.17500000000004,6108,bot8,4,1
76.6,1968,bot9,3,1
42.0,1064,bot10,2,1
1384.1750000000002,34176,bot4,8,1
253.17500000000004,6156,bot8,4,1
80.6,2028,bot9,3,1
46.0,1124,bot10,2,1
1392.1750000000002,34416,bot4,8,1
261.17500000000007,6396,bot8,4,1
84.6,2076,bot9,3,1
54.0,1444,bot10,2,1
1396.1750000000002,34536,bot4,8,1
86.6,2176,bot9,3,1
56.0,1462,bot10,2,1
265.87500000000006,6476,bot8,4,1
90.6,2296,bot9,3,1
1406.9250000000002,34776,bot4,8,1
267.87500000000006,6500,bot8,4,1
94.6,2416,bot9,3,1
66.8,1862,bot10,2,1
1414.9250000000002,35176,bot4,8,1
271.87500000000006,6660,bot8,4,1
96.6,2476,bot9,3,1
70.8,1922,bot10,2,1
1416.9250000000002,35200,bot4,9,1
275.87500000000006,6720,bot8,4,1
100.6,2524,bot9,3,1
78.8,2042,bot10,2,1
1418.9250000000002,35280,bot4,9,1
277.87500000000006,6750,bot8,4,1
104.6,2584,bot9,3,1
80.8,2072,bot10,2,1
1422.9250000000002,35316,bot4,9,1
281.87500000000006,6798,bot8,4,1
82.8,2090,bot10,2,1
1430.9250000000002,35716,bot4,9,1
283.87500000000006,6822,bot8,4,1
108.89999999999999,2664,bot9,3,1
1432.9250000000002,35816,bot4,9,1
285.87500000000006,6922,bot8,4,1
116.89999999999999,2904,bot9,3,1
89.1,2138,bot10,2,1
1434.9250000000002,35834,bot4,9,1
289.87500000000006,6970,bot8,4,1
124.89999999999999,3024,bot9,3,1
97.1,2378,bot10,2,1
1442.9250000000002,36154,bot4,9,1
297.87500000000006,7210,bot8,4,1
132.89999999999998,3264,bot9,3,1
101.1,2538,bot10,2,1
1444.9250000000002,36254,bot4,9,1
134.89999999999998,3282,bot9,3,1
105.1,2658,bot10,2,1
1446.9250000000002,36278,bot4,9,1
302.42500000000007,7270,bot8,4,1
138.89999999999998,3342,bot9,3,1
107.1,2682,bot10,2,1
1450.9250000000002,36326,bot4,9,1
304.42500000000007,7370,bot8,4,1
111.1,2802,bot10,2,1
1452.9250000000002,36356,bot4,9,1
306.42500000000007,7430,bot8,4,1
143.14999999999998,3402,bot9,3,1
119.1,3202,bot10,2,1
308.42500000000007,7448,bot8,4,1
145.14999999999998,3426,bot9,3,1
123.1,3250,bot10,2,1
1459.6250000000002,36416,bot4,9,1
316.42500000000007,7520,bot8,4,1
147.14999999999998,3456,bot9,3,1
125.1,3268,bot10,2,1
1461.6250000000002,36496,bot4,9,1
324.42500000000007,7760,bot8,4,1
151.14999999999998,3516,bot9,3,1
1469.6250000000002,36736,bot4,9,1
326.42500000000007,7840,bot8,4,1
153.14999999999998,3576,bot9,3,1
131.85,3428,bot10,2,1
1471.6250000000002,36836,bot4,9,1
334.42500000000007,8160,bot8,4,1
157.14999999999998,3736,bot9,3,1
139.85,3548,bot10,2,1
1479.6250000000002,36956,bot4,9,1
161.14999999999998,3772,bot9,3,1
141.85,3628,bot10,2,1
1481.6250000000002,36980,bot4,9,1
344.4750000000001,8560,bot8,4,1
169.14999999999998,4092,bot9,3,1
145.85,3688,bot10,2,1
1483.6250000000002,37080,bot4,9,1
346.4750000000001,8590,bot8,4,1
171.14999999999998,4152,bot9,3,1
147.85,3706,bot10,2,1
348.4750000000001,8650,bot8,4,1
175.14999999999998,4352,bot9,3,1
151.85,3866,bot10,2,1
1493.9250000000002,37400,bot4,10,1
356.4750000000001,8970,bot8,4,1
155.85,3914,bot10,2,1
1501.9250000000002,37800,bot4,10,1
364.4750000000001,9042,bot8,4,1
179.7,4382,bot9,3,1
157.85,3974,bot10,2,1
1503.9250000000002,37880,bot4,10,1
368.4750000000001,9162,bot8,4,1
181.7,4406,bot9,3,1
159.85,3992,bot10,2,1
1511.9250000000002,38200,bot4,10,1
370.4750000000001,9222,bot8,4,1
183.7,4430,bot9,3,1
161.85,4072,bot10,2,1
1519.9250000000002,38320,bot4,10,1
372.4750000000001,9252,bot8,4,1
187.7,4490,bot9,3,1
1523.9250000000002,38520,bot4,10,1
189.7,4514,bot9,3,1
172.54999999999998,4168,bot10,2,1
1525.9250000000002,38600,bot4,10,1
379.0750000000001,9452,bot8,4,1
193.7,4634,bot9,3,1
176.54999999999998,4228,bot10,2,1
387.0750000000001,9524,bot8,4,1
201.7,4954,bot9,3,1
180.54999999999998,4348,bot10,2,1
1532.6000000000001,38720,bot4,10,1
395.0750000000001,9924,bot8,4,1
205.7,5014,bot9,3,1
188.54999999999998,4588,bot10,2,1
1536.6000000000001,38880,bot4,10,1
397.0750000000001,9954,bot8,4,1
192.54999999999998,4708,bot10,2,1
1540.6000000000001,38940,bot4,10,1
399.0750000000001,10014,bot8,4,1
215.95,5414,bot9,3,1
194.54999999999998,4726,bot10,2,1
1544.6000000000001,39060,bot4,10,1
403.0750000000001,10174,bot8,4,1
223.95,5734,bot9,3,1
196.54999999999998,4744,bot10,2,1
1552.6000000000001,39156,bot4,10,1
407.0750000000001,10234,bot8,4,1
227.95,5854,bot9,3,1
198.54999999999998,4762,bot10,2,1
1554.6000000000001,39186,bot4,10,1
229.95,5914,bot9,3,1
202.54999999999998,4822,bot10,2,1
1556.6000000000001,39266,bot4,10,1
417.6750000000001,10306,bot8,4,1
233.95,5974,bot9,3,1
1560.6000000000001,39302,bot4,10,1
419.6750000000001,10324,bot8,5,1
235.95,6034,bot9,4,1
4.0,160,bot11,1,1
427.6750000000001,10396,bot8,5,1
237.95,6114,bot9,4,1
12.0,256,bot11,1,1
1566.8500000000001,39338,bot4,10,1
429.6750000000001,10414,bot8,5,1
241.95,6150,bot9,4,1
14.0,280,bot11,1,1
1570.8500000000001,39458,bot4,10,1
437.6750000000001,10734,bot8,5,1
245.95,6210,bot9,4,1
16.0,310,bot11,2,1
1572.8500000000001,39482,bot4,10,1
439.6750000000001,10758,bot8,5,1
253.95,6610,bot9,4,1
18.0,390,bot11,2,1
1574.8500000000001,39512,bot4,10,1
443.6750000000001,10878,bot8,5,1
261.95,6930,bot9,4,1
22.0,590,bot11,2,1
1578.8500000000001,39632,bot4,10,1
451.6750000000001,11198,bot8,5,1
269.95,7170,bot9,4,1
24.0,620,bot11,2,1
1586.8500000000001,39752,bot4,10,1
455.6750000000001,11358,bot8,5,1
26.0,680,bot11,2,1
1594.8500000000001,39824,bot4,10,1
457.6750000000001,11388,bot8,5,1
274.3,7250,bot9,4,1
34.0,800,bot11,2,1
1598.8500000000001,39944,bot4,10,1
461.6750000000001,11436,bot8,5,1
276.3,7330,bot9,4,1
38.0,860,bot11,2,1
1602.8500000000001,39980,bot4,10,1
278.3,7348,bot9,4,1
40.0,890,bot11,2,1
472.2500000000001,11756,bot8,5,1
286.3,7420,bot9,4,1
42.0,970,bot11,2,1
1609.4,40028,bot4,10,1
480.2500000000001,11996,bot8,5,1
288.3,7450,bot9,4,1
46.0,1018,bot11,2,1
1611.4,40058,bot4,10,1
488.2500000000001,12316,bot8,5,1
290.3,7550,bot9,4,1
1619.4,40130,bot4,10,1
492.2500000000001,12436,bot8,5,1
294.3,7598,bot9,4,1
52.5,1138,bot11,2,1
1623.4,40190,bot4,10,1
500.2500000000001,12676,bot8,5,1
302.3,7918,bot9,4,1
56.5,1258,bot11,2,1
1631.4,40430,bot4,10,1
64.5,1498,bot11,2,1
1639.4,40830,bot4,10,1
506.4500000000001,12712,bot8,5,1
312.40000000000003,8158,bot9,4,1
72.5,1618,bot11,2,1
508.4500000000001,12812,bot8,5,1
314.40000000000003,8238,bot9,4,1
76.5,1738,bot11,2,1
1645.9,40950,bot4,10,1
510.4500000000001,12912,bot8,5,1
318.40000000000003,8286,bot9,4,1
80.5,1938,bot11,2,1
1649.9,40986,bot4,10,1
512.45,12972,bot8,5,1
322.40000000000003,8406,bot9,4,1
82.5,1998,bot11,2,1
1651.9,41066,bot4,10,1
514.45,13032,bot8,5,1
330.40000000000003,8502,bot9,4,1
86.5,2118,bot11,2,1
1659.9,41138,bot4,10,1
518.45,13152,bot8,5,1
338.40000000000003,8598,bot9,4,1
1661.9,41162,bot4,10,1
526.45,13552,bot8,5,1
93.0,2178,bot11,2,1
1665.9,41322,bot4,10,1
528.45,13632,bot8,5,1
342.65000000000003,8658,bot9,4,1
95.0,2238,bot11,2,1
1673.9,41642,bot4,11,1
530.45,13732,bot8,5,1
350.65000000000003,8898,bot9,4,1
99.0,2438,bot11,2,1
1677.9,41762,bot4,11,1
354.65000000000003,8946,bot9,4,1
101.0,2518,bot11,2,1
1681.9,41822,bot4,11,1
534.6,13762,bot8,5,1
358.65000000000003,9146,bot9,4,1
103.0,2598,bot11,2,1
1689.9,42062,bot4,11,1
538.6,13798,bot8,5,1
360.65000000000003,9170,bot9,4,1
107.0,2758,bot11,2,1
1691.9,42122,bot4,11,1
546.6,13918,bot8,5,1
362.65000000000003,9188,bot9,4,1
111.0,2818,bot11,2,1
1699.9,42362,bot4,11,1
554.6,14318,bot8,5,1
366.65000000000003,9388,bot9,4,1
113.0,2848,bot11,2,1
1703.9,42522,bot4,11,1
374.65000000000003,9460,bot9,4,1
117.0,2884,bot11,2,1
1711.9,42922,bot4,11,1
564.6,14414,bot8,5,1
378.65000000000003,9520,bot9,4,1
572.6,14534,bot8,5,1
121.3,2914,bot11,2,1
1722.275,43322,bot4,11,1
574.6,14614,bot8,5,1
385.3,9680,bot9,4,1
125.3,3034,bot11,2,1
1726.275,43370,bot4,11,1
582.6,14734,bot8,5,1
387.3,9704,bot9,4,1
129.3,3154,bot11,2,1
1728.275,43430,bot4,11,1
584.6,14814,bot8,5,1
395.3,9824,bot9,4,1
133.3,3202,bot11,2,1
1736.275,43550,bot4,11,1
403.3,10064,bot9,4,1
137.3,3262,bot11,2,1
1740.275,43598,bot4,11,1
589.1,14844,bot8,5,1
407.3,10124,bot9,4,1
139.3,3362,bot11,2,1
1742.275,43698,bot4,11,1
591.1,14874,bot8,5,1
415.3,10196,bot9,4,1
141.3,3380,bot11,2,1
599.1,15114,bot8,5,1
149.3,3452,bot11,2,1
1752.775,43818,bot4,11,1
603.1,15150,bot8,5,1
421.75,10232,bot9,4,1
153.3,3612,bot11,2,1
1754.775,43842,bot4,11,1
605.1,15230,bot8,5,1
429.75,10472,bot9,4,1
155.3,3672,bot11,2,1
1762.775,43914,bot4,11,1
613.1,15326,bot8,5,1
433.75,10672,bot9,4,1
1770.775,44034,bot4,11,1
617.1,15362,bot8,5,1
437.75,10792,bot9,4,1
161.70000000000002,3792,bot11,2,1
1772.775,44134,bot4,11,1
621.1,15422,bot8,5,1
439.75,10810,bot9,4,1
163.70000000000002,3816,bot11,2,1
1776.775,44254,bot4,11,1
623.1,15446,bot8,5,1
443.75,11010,bot9,4,1
165.70000000000002,3876,bot11,2,1
451.75,11106,bot9,4,1
167.70000000000002,3906,bot11,2,1
1783.325,44290,bot4,11,1
629.6,15606,bot8,5,1
455.75,11226,bot9,4,1
171.70000000000002,4106,bot11,2,1
1791.325,44410,bot4,11,1
637.6,15702,bot8,5,1
457.75,11244,bot9,4,1
179.70000000000002,4346,bot11,2,1
1799.325,44482,bot4,11,1
645.6,15774,bot8,5,1
181.70000000000002,4376,bot11,2,1
1801.325,44512,bot4,11,1
649.6,15894,bot8,5,1
462.35,11344,bot9,4,1
183.70000000000002,4400,bot11,2,1
1803.325,44612,bot4,11,1
653.6,16054,bot8,5,1
466.35,11404,bot9,4,1
185.70000000000002,4418,bot11,2,1
1807.325,44812,bot4,11,1
661.6,16294,bot8,5,1
470.35,11440,bot9,4,1
1811.325,44872,bot4,11,1
665.6,16414,bot8,5,1
478.35,11536,bot9,4,1
191.60000000000002,4454,bot11,2,1
482.35,11584,bot9,4,1
193.60000000000002,4554,bot11,2,1
1817.925,44932,bot4,12,1
672.0,16614,bot8,5,1
490.35,11904,bot9,4,1
195.60000000000002,4572,bot11,2,1
1825.925,45052,bot4,12,1
674.0,16694,bot8,5,1
492.35,11922,bot9,4,1
197.60000000000002,4602,bot11,2,1
1829.925,45088,bot4,12,1
676.0,16754,bot8,5,1
201.60000000000002,4638,bot11,2,1
1831.925,45168,bot4,12,1
680.0,16790,bot8,5,1
502.75,12242,bot9,4,1
203.60000000000002,4698,bot11,2,1
1839.925,45568,bot4,12,1
688.0,17110,bot8,5,1
510.75,12482,bot9,4,1
207.60000000000002,4818,bot11,2,1
1847.925,45968,bot4,12,1
692.0,17170,bot8,5,1
514.75,12602,bot9,4,1
215.60000000000002,4890,bot11,2,1
700.0,17290,bot8,5,1
522.75,12842,bot9,4,1
223.60000000000002,5290,bot11,2,1
1854.425,46088,bot4,12,1
524.75,12866,bot9,4,1
225.60000000000002,5370,bot11,2,1
1858.425,46248,bot4,12,1
532.75,12938,bot9,5,1
1862.425,46368,bot4,12,1
534.75,12962,bot9,5,1
230.15000000000003,5400,bot11,2,1
8.0,120,bot12,1,1
1870.425,46608,bot4,12,1
542.75,13058,bot9,5,1
238.15000000000003,5520,bot11,2,1
16.0,216,bot12,1,1
1874.425,46668,bot4,12,1
550.75,13154,bot9,5,1
246.15000000000003,5616,bot11,3,1
18.0,296,bot12,1,1
1882.425,46788,bot4,12,1
558.75,13226,bot9,5,1
250.15000000000003,5776,bot11,3,1
22.0,344,bot12,2,1
560.75,13286,bot9,5,1
254.15000000000003,5936,bot11,3,1
30.0,664,bot12,2,1
1886.725,46806,bot4,12,1
562.75,13366,bot9,5,1
258.15000000000003,5972,bot11,3,1
32.0,724,bot12,2,1
1888.725,46866,bot4,12,1
570.75,13686,bot9,5,1
262.15000000000003,6132,bot11,3,1
40.0,796,bot12,2,1
1896.725,47266,bot4,12,1
264.15000000000003,6212,bot11,3,1
42.0,896,bot12,2,1
1904.725,47362,bot4,12,1
581.15,13926,bot9,5,1
266.15000000000003,6242,bot11,3,1
44.0,920,bot12,2,1
1912.725,47482,bot4,12,1
589.15,14166,bot9,5,1
268.15000000000003,6260,bot11,3,1
46.0,980,bot12,2,1
1914.725,47506,bot4,12,1
591.15,14246,bot9,5,1
272.15000000000003,6380,bot11,3,1
48.0,1060,bot12,2,1
599.15,14566,bot9,5,1
276.15000000000003,6500,bot11,3,1
50.0,1160,bot12,2,1
1925.2749999999999,47578,bot4,12,1
601.15,14626,bot9,5,1
280.15000000000003,6620,bot11,3,1
52.0,1240,bot12,2,1
1927.2749999999999,47596,bot4,12,1
609.15,14746,bot9,5,1
284.15000000000003,6820,bot11,3,1
56.0,1400,bot12,2,1
1929.2749999999999,47626,bot4,12,1
288.15000000000003,6940,bot11,3,1
64.0,1496,bot12,2,1
1931.2749999999999,47726,bot4,12,1
613.6,14806,bot9,5,1
68.0,1616,bot12,2,1
1933.2749999999999,47786,bot4,12,1
621.6,15046,bot9,5,1
298.675,7012,bot11,3,1
1935.2749999999999,47886,bot4,12,1
629.6,15166,bot9,5,1
302.675,7132,bot11,3,1
74.8,1676,bot12,2,1
1939.2749999999999,48006,bot4,12,1
633.6,15226,bot9,5,1
310.675,7252,bot11,3,1
76.8,1700,bot12,2,1
1943.2749999999999,48206,bot4,12,1
637.6,15286,bot9,5,1
314.675,7300,bot11,3,1
78.8,1780,bot12,2,1
1947.2749999999999,48254,bot4,12,1
641.6,15334,bot9,5,1
316.675,7380,bot11,3,1
86.8,1900,bot12,2,1
324.675,7452,bot11,3,1
88.8,1960,bot12,2,1
1957.3749999999998,48350,bot4,12,1
648.0,15454,bot9,5,1
328.675,7500,bot11,3,1
92.8,2120,bot12,2,1
1961.3749999999998,48470,bot4,12,1
652.0,15514,bot9,5,1
96.8,2240,bot12,2,1
1963.3749999999998,48500,bot4,12,1
660.0,15634,bot9,5,1
339.225,7596,bot11,3,1
104.8,2640,bot12,2,1
1965.3749999999998,48530,bot4,12,1
662.0,15694,bot9,5,1
347.225,7996,bot11,3,1
1973.3749999999998,48626,bot4,12,1
666.0,15814,bot9,5,1
355.225,8316,bot11,3,1
109.7,2720,bot12,2,1
1981.3749999999998,48866,bot4,12,1
668.0,15914,bot9,5,1
117.7,2840,bot12,2,1
672.0,16074,bot9,5,1
365.225,8636,bot11,3,1
121.7,3000,bot12,2,1
1987.5749999999998,48926,bot4,12,1
676.0,16234,bot9,5,1
367.225,8696,bot11,3,1
123.7,3060,bot12,2,1
1991.5749999999998,48962,bot4,12,1
678.0,16334,bot9,5,1
371.225,8744,bot11,3,1
131.7,3460,bot12,2,1
1993.5749999999998,49042,bot4,12,1
375.225,8944,bot11,3,1
133.7,3520,bot12,2,1
1997.5749999999998,49090,bot4,12,1
688.7,16734,bot9,5,1
377.225,9024,bot11,3,1
135.7,3550,bot12,2,1
2005.5749999999998,49210,bot4,12,1
690.7,16758,bot9,5,1
379.225,9084,bot11,3,1
137.7,3650,bot12,2,1
2007.5749999999998,49234,bot4,12,1
698.7,17078,bot9,5,1
383.225,9204,bot11,3,1
2009.5749999999998,49252,bot4,12,1
706.7,17150,bot9,5,1
391.225,9444,bot11,3,1
142.35,3750,bot12,2,1
2011.5749999999998,49332,bot4,12,1
714.7,17470,bot9,5,1
395.225,9504,bot11,3,1
144.35,3768,bot12,2,1
2015.5749999999998,49452,bot4,13,1
146.35,3798,bot12,2,1
2019.5749999999998,49612,bot4,13,1
719.25,17570,bot9,5,1
399.875,9522,bot11,3,1
148.35,3816,bot12,2,1
2023.5749999999998,49648,bot4,13,1
723.25,17730,bot9,5,1
