,Total $BYTE,Total $Bit,Total XP,Total Playtime,Simulation Run,$BYTE/h,$Bit/h,XP/h
206,38385934,47282350,157887542,4664240,207,8.229836800850729,10.137203488671252,33.85064705075211
207,38471594,47398340,158097370,4665202,208,8.246501223312517,10.159975923872107,33.88864405013974
208,38515416,47478790,158326006,4670548,209,8.246444742672594,10.165571577467997,33.89880716352771
209,38531646,47480290,158279390,4667538,210,8.255239914490252,10.172448515684286,33.91068053436308
210,38515108,47464730,158236888,4667220,211,8.252258946439207,10.169807722798582,33.903884539404615
211,38554930,47431890,158216880,4668174,212,8.25910302400896,10.1606945242401,33.89266981050835
212,38484666,47405630,158106610,4665722,213,8.24838385141678,10.160406042194541,33.88684752327721
213,38528956,47399150,158037668,4661462,214,8.26542316552189,10.168301275436763,33.90302613214481
214,38473248,47382600,158110994,4666052,215,8.245353459412797,10.154751811595755,33.885390475716946
215,38519298,47386120,158121650,4668198,216,8.251427638673423,10.150837646560836,33.8720958279833
216,38491340,47421310,158088760,4662780,217,8.255019537700685,10.170179592431982,33.90440037917294
217,38516978,47475820,158152182,4660756,218,8.26410522241456,10.186291665987234,33.93273151394323
218,38538926,47466730,158271310,4669156,219,8.25393839914537,10.166019297706052,33.89719897985846
219,38500670,47510790,158330356,4668402,220,8.247076836999042,10.177099144418154,33.9153217739175
220,38453504,47436290,158235758,4669268,221,8.235445898586246,10.159256226029433,33.88877185888666
221,38483396,47420940,158175972,4667042,222,8.245778803790495,10.160812780343523,33.8921252476408
222,38465178,47417420,158130904,4664688,223,8.246034461468806,10.165185753045005,33.899567130749155
223,38554636,47492560,158285960,4667770,224,8.25975487224092,10.174571583432774,33.91040261195389
224,38517870,47451870,158169298,4664594,225,8.257496793933191,10.172776022950766,33.90848120972586
225,38570186,47428980,158143160,4665346,226,8.267379525548588,10.166229900204614,33.897412967869904
226,38510058,47412270,158149536,4667952,227,8.24988303221627,10.156974621847011,33.879854805704944
227,38384684,47349720,158009664,4664104,228,8.229808769272726,10.151943438654026,33.87781747576812
228,38566566,47468810,158232972,4665938,229,8.265554750191708,10.173476372810784,33.9123606014482
229,38502410,47484220,158327150,4670192,230,8.24428845751952,10.1675091730704,33.90163616399497
230,38385376,47314470,157962724,4664920,231,8.22851753084726,10.142611234490623,33.86182914176449
231,38484604,47441610,158223472,4667904,232,8.244514882911046,10.163364542201382,33.896042420752444
232,38544368,47478520,158302606,4668988,233,8.255400956267183,10.168910264922506,33.90512162378657
233,38544506,47472760,158284170,4668676,234,8.255982209945604,10.168356082109788,33.90343857659002
234,38498388,47423640,158096966,4662158,235,8.257632624205357,10.172036211556966,33.91068385069747
235,38549512,47530540,158320972,4664828,236,8.263865677362595,10.189130231596964,33.93929465352206
236,38502622,47437290,158190572,4666226,237,8.251341019487697,10.166093541118668,33.901180954372975
237,38522850,47418150,158139908,4666338,238,8.25547785008287,10.16174782023934,33.889509932628116
238,38535432,47456650,158271324,4669580,239,8.25244069059744,10.162937566119437,33.89412409681385
239,38473552,47395030,158106598,4665898,240,8.245690754491418,10.157750983840623,33.88556672263303
240,38555894,47499160,158333954,4668946,241,8.257943869986931,10.17342243838331,33.912140770101004
241,38509050,47526760,158384876,4669154,242,8.24754334511134,10.178880371047946,33.92153610696927
242,38545424,47476940,158229810,4665574,243,8.261668124865237,10.17601264067401,33.91432865495221
243,38488656,47445650,158127886,4663190,244,8.253718162888495,10.17450500622964,33.90980980830719
244,38579456,47482960,158290636,4668208,245,8.264296706573486,10.171560478881831,33.9082225984789
245,38503670,47386590,158085448,4665034,246,8.253674035387524,10.157823072672139,33.88730885991399
246,38445628,47372290,158090640,4668242,247,8.235568764429951,10.147779399611245,33.865133812685805
247,38492960,47405920,158106422,4665792,248,8.250037721355774,10.160315762039971,33.88629883200966
248,38591264,47590910,158492526,4670538,249,8.26270206986861,10.189599142539896,33.934533023818666
249,38534556,47466170,158237056,4668450,250,8.254250554252483,10.167436729535499,33.89498784393107
250,38506608,47447050,158239964,4668254,251,8.248610294127097,10.163767866958397,33.89703388033299
251,38509762,47399860,158005772,4660412,252,8.263166861642276,10.170744560781321,33.903820520589164
252,38502410,47459830,158193620,4664838,253,8.253750719746323,10.173950306527258,33.91192148580508
253,38534818,47437960,158188856,4666490,254,8.257773615715452,10.165661985775175,33.898895315322655
254,38466622,47416080,158171712,4667138,255,8.242015127900654,10.159562455620554,33.890515343664575
255,38605988,47511250,158293962,4665840,256,8.274177425715413,10.182785950654116,33.92614448845224
256,38502078,47411020,158174530,4668368,257,8.247438505276362,10.155801770554506,33.882189664568
257,38538496,47459200,158282650,4669952,258,8.25243942550159,10.162674048898147,33.893849444276945
258,38460878,47371010,158024788,4664106,259,8.246141489923257,10.156503732976908,33.88104558515608
259,38472494,47461990,158200868,4664484,260,8.247963547522083,10.175185508193403,33.91604902064194
260,38458288,47411870,158167058,4668764,261,8.237359609524063,10.155122426406646,33.87771538677046
261,38476760,47416890,158080906,4661084,262,8.254895213216496,10.172931875932722,33.91505194928905
262,38595460,47493400,158317164,4668338,263,8.267494770087342,10.173513571639415,33.91296088672242
263,38597416,47547740,158358056,4666374,264,8.271393591683822,10.189440452051207,33.93599741469501
264,38461778,47414390,158105038,4663478,265,8.247444932730465,10.167173512987517,33.90281631005872
265,38446078,47374850,158000890,4661666,266,8.247282838367228,10.162643569916849,33.893653041637904
266,38486428,47463830,158239254,4666548,267,8.247301431379254,10.17107935030348,33.90927383582039
267,38458912,47474590,158273546,4668720,268,8.237570897376584,10.168652221593927,33.900843486009016
268,38505682,47453420,158241830,4667336,269,8.25003428079744,10.1671317428186,33.904100754691754
269,38537218,47490580,158313106,4668360,270,8.254979907290783,10.172861561661911,33.91193181331345
270,38510688,47412040,158034682,4660682,271,8.262886847890503,10.172768706382456,33.90805937843432
271,38555934,47451680,158233586,4667584,272,8.260362105963171,10.16621875471336,33.90053312377453
272,38459304,47385830,158068808,4664016,273,8.245963135632469,10.159877238843091,33.89113759472523
273,38468788,47447420,158168700,4664542,274,8.247066485841483,10.171935422598832,33.9087310179649
274,38479880,47430490,158166180,4666334,275,8.246276413132879,10.164401005157368,33.895169098482874
275,38511050,47488710,158313878,4669072,276,8.248116542216525,10.170909765366652,33.90692583022922
276,38481022,47460570,158136158,4662216,277,8.253805057509133,10.179830792910495,33.91866828992908
277,38516700,47489540,158320456,4668498,278,8.250340901934626,10.172338083897648,33.91250376459409
278,38499584,47363990,158023548,4664788,279,8.253233373092197,10.153513943184556,33.87582629692925
279,38508120,47421970,158157174,4665230,280,8.254281139407917,10.164980076009114,33.90125974496434
280,38456938,47488370,158254180,4666282,281,8.241451759666475,10.17691815453931,33.91440551599753
281,38558510,47516270,158292430,4665984,282,8.263746725235235,10.183547564672319,33.92476913765671
282,38476288,47420160,158155048,4665998,283,8.246100405529535,10.162919058259348,33.895224129971766
283,38502564,47468120,158245664,4668166,284,8.247899496290406,10.168473014884217,33.89889391251297
284,38554086,47442800,158251170,4669132,285,8.257227681719,10.160946402886019,33.89305978070442
285,38502430,47452380,158243832,4668480,286,8.247316042909041,10.16441754061279,33.89622146822949
286,38520894,47427510,158136034,4664348,287,8.258580620485436,10.168089945261373,33.903138016288665
287,38473794,47362320,157993416,4662276,288,8.252148521451755,10.158626387626988,33.8876154050082
288,38520436,47491580,158287518,4667312,289,8.25323783796755,10.175360035926461,33.914064026574614
289,38482822,47375940,158124708,4667448,290,8.244938561715095,10.150287694688831,33.878193822405734
290,38487902,47413750,158053138,4661674,291,8.256240569374864,10.170970771443907,33.90480286695294
291,38566634,47533620,158299588,4664934,292,8.26734826259064,10.18955895195945,33.93393947266993
292,38508780,47407070,158092602,4663784,293,8.256981884238206,10.164936883869407,33.89792537561774
293,38521704,47412350,158103912,4664970,294,8.257653103878482,10.163484438270771,33.891731779625594
294,38561230,47449060,158276838,4670662,295,8.25605235403461,10.15895819479123,33.887452785065584
295,38555368,47510000,158313378,4666366,296,8.262396905857791,10.18137025685512,33.92648112042647
296,38496242,47407590,158158530,4667184,297,8.248280333494458,10.157643238406713,33.8873569158619
297,38522422,47405530,158053052,4661216,298,8.264457600763405,10.170206658520009,33.9081158221374
298,38470872,47410560,158129144,4665492,299,8.245833879899484,10.161963625701212,33.893348011313705
299,38441234,47315950,157903686,4661546,300,8.246456004081049,10.15026988900249,33.87367324059443
300,38476792,47434940,158171202,4665654,301,8.246816416305196,10.16683620345615,33.901185557265926
301,38505210,47408260,158073764,4663542,302,8.256644842053529,10.165719532492684,33.89564498400572
302,38524902,47428940,158261852,4671536,303,8.246731267831395,10.152750615643335,33.87790482616424
303,38553664,47481350,158261208,4666392,304,8.261985705444378,10.175173881662749,33.91511214660063
304,38528374,47439230,158167436,4664958,305,8.25910415484984,10.1692726922729,33.905436233295134
305,38513268,47452110,158196156,4666490,306,8.253155583747098,10.16869424342493,33.90045966025857
306,38433890,47422840,158143934,4665440,307,8.237998988305497,10.164709009225282,33.89689589835042
307,38565530,47520390,158359464,4667712,308,8.26219141198086,10.180660246390524,33.9265713051705
308,38427124,47393010,158179622,4670814,309,8.22707219769402,10.146627547147029,33.865536499633684
309,38541996,47442070,158155666,4664798,310,8.262307606888873,10.170230307936164,33.9040760178683
310,38416854,47327490,157956726,4663766,311,8.237303072238188,10.147912652564473,33.86892181125725
311,38500764,47421110,158193056,4669400,312,8.245334304193259,10.155718079410631,33.87866877971474
312,38516508,47515040,158381922,4670286,313,8.24714118150366,10.173903696690095,33.912681578815516
313,38584546,47486260,158308176,4668636,314,8.264629326424249,10.17133483955485,33.908871027854815
